feature,importance
candidate_hero_id,12.881243104839527
candidate_own_role_fit_score,8.485198535972831
candidate_ally_synergy_games_mean,5.546799328448691
candidate_enemy_core_fit,4.057392346874739
candidate_own_role_conflict_score,3.8366437252930656
acting_team_id,3.682411426202938
own_team_candidate_contested_rate_patch,2.960445965192606
own_player_hero_avg_kda_patch_max,2.9322745492720013
opponent_team_id,2.9041196941295904
candidate_pos1_prob,2.4748511758498464
candidate_ban_rate,2.4480970771580193
ally_core_count_soft,1.7848256644043785
ally_support_count_soft,1.695833424879834
ally_pos1_filled,1.487547566257248
candidate_vs_enemy_matchup_games_mean,1.4579185412275484
own_team_candidate_avg_pick_order_patch,1.3113788461348825
available_hero_count,1.201562547861107
own_player_hero_games_alltime_mean,1.1809614286936223
own_team_candidate_winrate_alltime,1.1585968238697544
n_ally_picks_before,1.14945533045876
candidate_enemy_role_conflict_score,1.088951977490811
candidate_enemy_role_fit_score,1.0272653621916374
order,0.9860664010127397
candidate_own_support_fit,0.9204308073383692
ally_pos4_filled,0.91900991218088
own_player_hero_winrate_patch_max,0.9141883773270262
candidate_pos2_prob,0.9108027815383964
n_enemy_picks_before,0.9054878557431467
candidate_ally_synergy_min,0.799302546886792
candidate_flex_score,0.7930488645701967
enemy_vs_candidate_counter_mean,0.6816830756594017
candidate_own_core_fit,0.6555512445052474
candidate_matches_played,0.6271584566361721
candidate_vs_enemy_counter_mean,0.6168885135214259
opponent_team_candidate_avg_pick_order_patch,0.6135551632039535
candidate_vs_enemy_counter_max,0.6018805637689162
candidate_pick_rate,0.5943384045521395
own_player_hero_games_alltime_max,0.5939018961266473
own_team_candidate_early_pick_rate_patch,0.5697853511600534
candidate_pick_or_ban_rate,0.5439487158421825
candidate_winrate,0.5127752377981687
candidate_ally_synergy_max,0.4765356526244334
own_player_hero_avg_tower_damage_alltime_max,0.4732684980824617
own_team_candidate_pick_rate_alltime,0.47155145168032253
own_player_hero_winrate_alltime_mean,0.47087897655366867
candidate_enemy_support_fit,0.4563995449394522
opponent_player_hero_avg_xp_per_min_patch_max,0.4478481959713765
own_team_candidate_matches_alltime,0.4182720678416682
candidate_support_prob,0.3999784588621561
